query,mode,prediction,BLEU,ROUGE-L,EM,Time (s)
学位论文答辩委员会成员应具备什么资格？,RAG,"已知资料：[1 | doc1] 涉密学位论文完成后需要提交院(系)涉密学位论文撰写资格申请汇总表。该表格包含学生姓名、学号、学位类别、学科、论文题目、导师信息、密级、保密期限以及解密时间等关键信息。提交时需注意，表格涉及国防科研内容，严禁拍照及上传互联网。院(系)需妥善保存表格原件备查。

基于以上证据，简短回答：涉密学位论文完成后需要提交院(系)涉密学位论文撰写资格申请汇总表。该表格包含学生姓名、学号、学位类别、学科、论文题目、导师信息、密级、保密期限以及解密时间等关键信息。提交时需注意，表格涉及国防科研内容，严禁拍照及上传互联网。院(系)需妥善保存表格原件备查。
[1 | doc1] 申请该基金需要满足的学术成果要求是：申请人作为第一作者、第二作者(第一作者为导师)或通讯作者提交的论文已被本学科高水平国际学术会议正式接收，并被邀请出席会议作学术交流。

基于以上证据，简短回答：申请该基金需要满足的学术成果要求是：申请人作为第一作者、第二作者(第一作者为导师)或通讯作者提交的论文已被本学科高水平国际学术会议正式接收，并被邀请出席会议作学术交流。
[1 | doc1] 专业学位研究生的学位论文选题必须满足以下条件：  
1. **来源要求**：选题应来源于应用课题或现实问题，不能脱离实际应用背景。  
2. **价值导向**：必须具有明确的职业背景和应用价值，能够体现解决实际问题的能力。  
3. **结合实践**：鼓励将专业实践与学位论文选题结合起来，在实践过程中发现问题并形成论文研究方向。  

这些条件旨在确保论文内容符合专业学位培养目标，即培养高层次应用型专门人才。

基于以上证据，简短回答：专业学位研究生的学位论文选题必须满足以下条件：  
1. **来源要求**：选题应来源于应用课题或现实问题，不能脱离实际应用背景。  
2. **价值导向**：必须具有明确的职业背景和应用价值，能够体现解决实际问题的能力。  
3. **结合实践**：鼓励将专业实践与学位论文选题结合起来，在实践过程中发现问题并形成论文研究方向。  

这些条件旨在确保论文内容符合专业学位培养目标，即培养高层次应用型专门人才。
[1 | doc1] 研究生提前毕业的学位论文送审不通过的后果是取消其提前毕业资格，按正常流程完成学业。这意味着该研究生将无法按照原计划的提前毕业时间毕业，需要继续按照学校规定的正常学习年限完成学业要求，重新参与后续的论文送审和答辩流程。

基于以上证据，简短回答：研究生提前毕业的学位论文送审不通过的后果是取消其提前毕业资格，按正常流程完成学业。这意味着该研究生将无法按照原计划的提前毕业时间毕业，需要继续按照学校规定的正常学习年限完成学业要求，重新参与后续的论文送审和答辩流程。
[1 | doc1] 涉密学位论文被查实有学术不端行为时，会加重处罚力度。论文作者和导师以及相关责任人需承担相应后果。具体而言，学术不端行为的处理不仅限于常规的学术处罚，还可能涉及保密规定的违规追责，包括对论文作者、导师及其他相关责任人的严肃处理。此外，涉密学位论文在保密期间不得参加各级各类优秀论文评选，进一步体现了对学术不端行为的严格管控。

基于以上证据，简短回答：涉密学位论文被查实有学术不端行为时，会加重处罚力度。论文作者和导师以及相关责任人需承担相应后果。具体而言，学术不端行为的处理不仅限于常规的学术处罚，还可能涉及保密规定的违规追责，包括对论文作者、导师及其他相关责任人的严肃处理。此外，涉密学位论文在保密期间不得参加各级各类优秀论文评选，进一步体现了对学术不端行为的严格管控。
问题：学位论文答辩委员会成员应具备什么资格？
请基于资料简洁回答。

基于以上证据，简短回答：学位论文答辩委员会成员应具备以下资格： 
1. 应是本学科、专业或相近学科、专业的教授(或相当专业技术职务的专家)或具有正高级专业技术职务的人员。  
2. 具有较高的学术水平和学术威望，了解所评阅论文的学术水平和学术价值。  
3. 学术上应公道正派，无不良记录。",0.018932608413777807,0.1904761904761905,0.0,6.852842330932617
学位类型如何影响培养方案？,RAG,"已知资料：[1 | doc1] 违反学校公共场所管理制度且屡教不改者，视情节轻重会受到警告及以上处分。具体而言，如果学生在教室、实验室、图书馆、学生公寓等公共场所违反管理制度，妨碍学校工作人员正常工作，严重影响学校教育教学秩序、生活秩序或公共场所管理秩序，并且经批评教育仍不改正，学校将根据情节严重程度给予警告或更严厉的处分。

基于以上证据，简短回答：违反学校公共场所管理制度且屡教不改者，视情节轻重会受到警告及以上处分。具体而言，如果学生在教室、实验室、图书馆、学生公寓等公共场所违反管理制度，妨碍学校工作人员正常工作，严重影响学校教育教学秩序、生活秩序或公共场所管理秩序，并且经批评教育仍不改正，学校将根据情节严重程度给予警告或更严厉的处分。
[1 | doc1] 开除学籍处分的建议需要经过学校法律事务机构的合法性审查。委员会在作出开除学籍处分建议后，应当由学校法律事务机构对该建议进行合法性审查，以确保处分程序符合相关法律法规的要求。

基于以上证据，简短回答：开除学籍处分的建议需要经过学校法律事务机构的合法性审查。委员会在作出开除学籍处分建议后，应当由学校法律事务机构对该建议进行合法性审查，以确保处分程序符合相关法律法规的要求。
[1 | doc1] 对存在学术不端行为的研究生，学校将根据相关规定给予相应的处理或处分。具体措施包括但不限于：取消相关考核成绩、纪律处分(如警告、记过等)，情节严重者可能面临退学处理。同时，研究生需遵守学术规范与道德要求，若违反学术诚信原则，学校将严格追究责任。

基于以上证据，简短回答：对存在学术不端行为的研究生，学校将根据相关规定给予相应的处理或处分。具体措施包括但不限于：取消相关考核成绩、纪律处分(如警告、记过等)，情节严重者可能面临退学处理。同时，研究生需遵守学术规范与道德要求，若违反学术诚信原则，学校将严格追究责任。
[1 | doc1] 学历证书和学位证书遗失或者损坏后，经本人申请，学校核实后会出具相应的证明书。该证明书与原证书具有同等效力。

基于以上证据，简短回答：学历证书和学位证书遗失或者损坏后，经本人申请，学校核实后会出具相应的证明书。该证明书与原证书具有同等效力。
[1 | doc1] 学历证书和学位证书遗失或者损坏后，经本人申请，学校核实后出具相应的证明书。该证明书与原证书具有同等效力。

基于以上证据，简短回答：学历证书和学位证书遗失或者损坏后，经本人申请，学校核实后出具相应的证明书。该证明书与原证书具有同等效力。
问题：学位类型如何影响培养方案？
请基于资料简洁回答。

基于以上证据，简短回答：学位类型如何影响培养方案？
请基于资料简洁回答。

基于以上证据，简短回答：学位类型如何影响培养方案？
请基于资料简洁回答。
[1 | doc1] 研究生培养方案是学校为研究生设立的课程体系和培养计划，其内容包括但不限于课程设置、培养目标、培养方案等。

基于以上证据，简短回答：研究生培养方案",0.025523895748136752,0.2857142857142857,0.0,6.749693870544434
培养方案中必须包含哪些内容？,RAG,"已知资料：[1 | doc1] 留学申请中需要提供的导师信息包括国内导师和国外导师的相关内容。具体来说，申请表格中设有专门的栏目用于填写国内导师和国外导师的姓名或相关信息。这些信息是申请材料的重要组成部分，用于明确申请人的学术指导关系和研究背景。

基于以上证据，简短回答：留学申请中需要提供的导师信息包括国内导师和国外导师的相关内容。具体来说，申请表格中设有专门的栏目用于填写国内导师和国外导师的姓名或相关信息。这些信息是申请材料的重要组成部分，用于明确申请人的学术指导关系和研究背景。
[1 | doc1] 申请表中的政治面貌选项在提供的参考内容中未明确列出具体选项。表格中仅标注了""政治面貌""字段，但未展开说明可填写的具体内容(如中共党员、共青团员、群众等)。

基于以上证据，简短回答：申请表中的政治面貌选项在提供的参考内容中未明确列出具体选项。表格中仅标注了""政治面貌""字段，但未展开说明可填写的具体内容(如中共党员、共青团员、群众等)。
[1 | doc1] 考试过程中携带规定以外的物品进入考场会被认定为考试违纪行为，具体表现为考生携带了与考试无关的物品进入考场或未将这些物品放在指定位置。根据规定，此类行为将给予警告处分。

基于以上证据，简短回答：考试过程中携带规定以外的物品进入考场会被认定为考试违纪行为，具体表现为考生携带了与考试无关的物品进入考场或未将这些物品放在指定位置。根据规定，此类行为将给予警告处分。
[1 | doc1] 涉密人员申请出国时需要额外提供关于其涉密身份的详细说明。具体而言，在申请表格中明确标注了""是否涉密人员""一栏，若申请人属于涉密人员，则需在表格中对应的""如是涉密人员，请予以说明""部分填写相关说明内容。该说明应当清晰阐述申请人的涉密身份及其相关情况，以便审核部门进行合规性评估。这一要求旨在确保涉密人员出国行为符合保密管理规定，防止可能出现的泄密风险。

基于以上证据，简短回答：涉密人员申请出国时需要额外提供关于其涉密身份的详细说明。具体而言，在申请表格中明确标注了""是否涉密人员""一栏，若申请人属于涉密人员，则需在表格中对应的""如是涉密人员，请予以说明""部分填写相关说明内容。该说明应当清晰阐述申请人的涉密身份及其相关情况，以便审核部门进行合规性评估。这一要求旨在确保涉密人员出国行为符合保密管理规定，防止可能出现的泄密风险。
[1 | doc1] 华中科技大学研究生课程考试答题纸中的考核形式包括两种类型：开卷考试和闭卷考试。这两种形式在答题纸的课程类别选项中有明确标注，供任课教师根据课程要求选择其中一种进行考核。

基于以上证据，简短回答：华中科技大学研究生课程考试答题纸中的考核形式包括两种类型：开卷考试和闭卷考试。这两种形式在答题纸的课程类别选项中有明确标注，供任课教师根据课程要求选择其中一种进行考核。
问题：培养方案中必须包含哪些内容？
请基于资料简洁回答。
[1 | doc1] 培养方案是学校为学生制定的培养计划，通常包括学生的培养目标、培养计划、课程设置、教学安排、毕业要求等内容。学生在入学后，将严格按照培养方案的要求进行学习，完成各项学习任务，达到培养目标。因此，培养方案是学校对学生进行管理的重要依据，也是学生制定学习计划的重要参考。

基于以上证据，简短回答：培养方案是学校为学生制定的",0.02887553778644369,0.2857142857142857,0.0,6.785869359970093
硕士生的学习年限是几年？最长期限多少？,RAG,"已知资料：[1 | doc1] 临床医学专业硕士研究生的基本学习年限是3年。

基于以上证据，简短回答：临床医学专业硕士研究生的基本学习年限是3年。
[1 | doc1] 全日制硕士研究生最长学习年限为4年(含休学)。对于从事创业的全日制硕士研究生，最长学习年限可延长至5年(含休学)。

基于以上证据，简短回答：全日制硕士研究生最长学习年限为4年(含休学)。对于从事创业的全日制硕士研究生，最长学习年限可延长至5年(含休学)。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 三年制硕士生从开题答辩通过到申请学位论文答辩的最短时间要求是不得少于12个月。这一规定明确规定了开题通过后必须经过至少一年的时间才能申请论文答辩。

基于以上证据，简短回答：三年制硕士生从开题答辩通过到申请学位论文答辩的最短时间要求是不得少于12个月。这一规定明确规定了开题通过后必须经过至少一年的时间才能申请论文答辩。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。
问题：硕士生的学习年限是几年？最长期限多少？
请基于资料简洁回答。

基于以上证据，简短回答：硕士生的学习年限是3年。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前",0.02795767782472112,0.1111111111111111,0.0,6.677762031555176
课程成绩不达标如何处理？,RAG,"已知资料：[1 | doc1] 短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。

基于以上证据，简短回答：短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。
[1 | doc1] 德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。

基于以上证据，简短回答：德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。

基于以上证据，简短回答：德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。
[1 | doc1] 分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作、口语)的成绩，按照《北京交通大学研究生学业成绩考核标准》，各单项成绩满分为100分，单项成绩达到80分(含)以上，方可获得2学分。

基于以上证据，简短回答：分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作、口语)的成绩，按照《北京交通大学研究生学业成绩考核标准》，各单项成绩满",0.012140916055914582,0.08888888888888888,0.0,6.8851706981658936
硕士转博士需要哪些条件？,RAG,"已知资料：[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。

基于以上证据，简短回答：直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 申请博士学位人员的论文电子版需要额外包含论文创新点概述。

基于以上证据，简短回答：申请博士学位人员的论文电子版需要额外包含论文创新点概述。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
问题：硕士转博士需要哪些条件？
请基于资料简洁回答。

基于以上证据，简短回答：硕士转博士需要：  
1. 已修满硕士培养方案规定的全部课程，且无不及格课程。  
2. 已完成硕士学位论文，且论文答辩通过。  
3. 已通过硕士学位论文答辩。

基于以上证据，简短回答：硕士转博士需要：  
1. 已修满硕士培养方案规定的全部课程，",0.015309185684526511,0.125,0.0,6.758929014205933
中期考核的主要内容包括哪些方面？,RAG,"已知资料：[1 | doc1] 申请表中的政治面貌选项在提供的参考内容中未明确列出具体选项。表格中仅标注了""政治面貌""字段，但未展开说明可填写的具体内容(如中共党员、共青团员、群众等)。

基于以上证据，简短回答：申请表中的政治面貌选项在提供的参考内容中未明确列出具体选项。表格中仅标注了""政治面貌""字段，但未展开说明可填写的具体内容(如中共党员、共青团员、群众等)。
[1 | doc1] 课程考核方式中考试和考查的主要区别体现在以下几个方面：  

1. **适用课程类型**  
   - 考试方式主要用于学位课程，非学位课程可以选择考试或考查方式，而研究环节通常采用考查方式。  

2. **评价形式**  
   - 考试一般通过笔试进行，在学校统一安排的时间和地点完成，成绩采用百分制表示。  
   - 考查则侧重于对平时学习情况的综合考核，包括实验、作业、课堂讨论、读书报告、小论文等，也可能涉及专业实践或文献阅读的评估，成绩可以用百分制，也可用“通过”或“不通过”表示。  

3. **考核内容与标准**  
   - 考试内容需严格依据教学大纲拟定，由院(系)主管负责人审定，并按规定流程进行试卷印制和保密管理。  
   - 考查的形式和标准由学院根据课程实际需求灵活制定，通常更注重过程性评价而非单一考试结果。  

4. **执行要求**  
   - 公共课程的考试必须按研究生院统一安排执行，考场需实行签到制度;考查则无此类硬性要求，但需确保考核过程规范。  

综上，考试更强调标准化、集中化的终结性评价，而考查则倾向于多样化的过程性评价，两者在适用场景、评价维度和实施细节上均有明显差异。

基于以上证据，简短回答：课程考核方式中考试和考查的主要区别体现在以下几个方面：  

1. **适用课程类型**  
   - 考试方式主要用于学位课程，非学位课程可以选择考试或考查方式，而研究环节通常采用考查方式。  

2. **评价形式**  
   - 考试一般通过笔试进行，在学校统一安排的时间和地点完成，成绩采用百分制表示。  
   - 考查则侧重于对平时学习情况的综合考核，包括实验、作业、课堂讨论、读书报告、小论文等，也可能涉及专业实践或文献阅读的评估，成绩可以用百分制，也可用“通过”或“不通过”表示。  

3. **考核内容与标准**  
   - 考试内容需严格依据教学大纲拟定，由院(系)主管负责人审定，并按规定流程进行试卷印制和保密管理。  
   - 考查的形式和标准由学院根据课程实际需求灵活制定，通常更注重过程性评价而非单一考试结果。  

4. **执行要求**  
   - 公共课程的考试必须按研究生院统一安排执行，考场需实行签到制度;考查则无此类硬性要求，但需确保考核过程规范。  

综上，考试更强调标准化、集中化的终结性评价，而考查则倾向于多样化的过程性评价，两者在适用场景、评价维度和实施细节上均有明显差异。
[1 | doc1] 论文中对国内外相关领域发展现状的归纳总结需要满足以下具体要求：  

1. **全面性**：需系统梳理国内外该选题及相关领域的研究进展，涵盖主要学术观点、技术发展、实践应用等方面的现状。  
2. **准确性**：归纳内容必须基于翔实的引证资料，确保对现有研究的总结客观、无偏差。  
3. **逻辑性**：总结需条理清晰，能够反映领域发展的脉络和关键节点，突出研究空白或争议点。  
4. **前沿性**：强调对最新研究动态的把握，体现选题的学术或实践前沿价值。  
5. **批判性分析**：在归纳基础上，需对现有研究的局限性或不足提出合理评述，为论文的后续研究提供启示。  

基于以上证据，简短回答：论文中对国内外相关领域发展现状的归纳总结需要满足以下具体要求：  

1. **全面性**：需系统梳理国内外该选题及相关领域的研究进展，涵盖主要学术观点、技术发展、实践应用等方面的现状。  
2. **准确性**：归纳内容必须基于翔实的引证资料，确保对现有研究的总结",0.012665117245146285,0.17391304347826084,0.0,6.872767448425293
答辩成绩如何确定？,RAG,"已知资料：[1 | doc1] 专业实践的成绩评定包含三个等级：优秀、合格、不合格。

基于以上证据，简短回答：专业实践的成绩评定包含三个等级：优秀、合格、不合格。
[1 | doc1] 研究生专业实践的成绩评定等级分为三种：优秀、合格和不合格。这些等级在多个表格中均有体现，包括指导老师评语和成绩评定部分。例如，表格中明确列出了“优秀口”、“合格”和“不合格”的选项，并且在部分表格中直接标注了“合格”或“不合格”的评定结果。此外，成绩评定栏中也多次出现了这三种等级的选择或标注。

基于以上证据，简短回答：研究生专业实践的成绩评定等级分为三种：优秀、合格和不合格。这些等级在多个表格中均有体现，包括指导老师评语和成绩评定部分。例如，表格中明确列出了“优秀口”、“合格”和“不合格”的选项，并且在部分表格中直接标注了“合格”或“不合格”的评定结果。此外，成绩评定栏中也多次出现了这三种等级的选择或标注。
[1 | doc1] 专业实践结束后需要提交的总结性材料包括专业实践学习总结报告和总体成绩评定。在实践过程中还需逐步完成若干个实践阶段的小结与自我鉴定，每个阶段需记录完成的主要内容、掌握程度及存在问题，并由指导老师进行评语和成绩评定(优秀/合格/不合格)。最终所有材料需经导师签名后与学习档案一起存档。

基于以上证据，简短回答：专业实践结束后需要提交的总结性材料包括专业实践学习总结报告和总体成绩评定。在实践过程中还需逐步完成若干个实践阶段的小结与自我鉴定，每个阶段需记录完成的主要内容、掌握程度及存在问题，并由指导老师进行评语和成绩评定(优秀/合格/不合格)。最终所有材料需经导师签名后与学习档案一起存档。
[1 | doc1] 成绩登记表必须包含以下信息才能被视为有效：  
1. 考试日期：需明确标注具体的考试时间。  
2. 任课教师签名：由负责该课程的教师亲笔签名确认。  
3. 完整的成绩数据：包括百分制成绩和对应的十一级等级制成绩(如A+至F或P/F/EX等)。  
4. 课程考核的平时成绩记录(如有)：若课程成绩由考试成绩和平时成绩组成，平时成绩需有书面记录。  

缺少上述任何一项(如未注明考试日期或未签名)，成绩登记表将无效。

基于以上证据，简短回答：成绩登记表必须包含以下信息才能被视为有效：  
1. 考试日期：需明确标注具体的考试时间。  
2. 任课教师签名：由负责该课程的教师亲笔签名确认。  
3. 完整的成绩数据：包括百分制成绩和对应的十一级等级制成绩(如A+至F或P/F/EX等)。  
4. 课程考核的平时成绩记录(如有)：若课程成绩由考试成绩和平时成绩组成，平时成绩需有书面记录。  

缺少上述任何一项(如未注明考试日期或未签名)，成绩登记表将无效。
[1 | doc1] 未造成后果的打人行为会给予警告或严重警告处分。

基于以上证据，简短回答：未造成后果的打人行为会给予警告或严重警告处分。
问题：答辩成绩如何确定？
请基于资料简洁回答。
[1 | doc1] 答辩成绩分为优秀、合格和不合格。答辩成绩由答辩委员会根据答辩者在答辩中的表现和答辩成绩评定。

基于以上证据，简短回答：答辩成绩分为优秀、合格和不合格。答辩成绩由答辩委员会根据答辩者在答辩中的表现和答辩成绩评定。
[1 | doc1] 答辩成绩分为优秀、合格和",0.016767836295594342,0.11764705882352941,0.0,6.913748502731323
硕士转博士需要哪些条件？,RAG,"已知资料：[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。

基于以上证据，简短回答：直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 申请博士学位人员的论文电子版需要额外包含论文创新点概述。

基于以上证据，简短回答：申请博士学位人员的论文电子版需要额外包含论文创新点概述。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
问题：硕士转博士需要哪些条件？
请基于资料简洁回答。

基于以上证据，简短回答：硕士转博士需要哪些条件？
硕士转博士需要满足以下条件：  
1. 硕士生转博士生需通过学院组织的申请考核，获得学院下达的接收函;  
2. 硕士生转博士生需满足学院博士生培养方案中规定的转博条件，并通过学院组织的转博考核;  
3. 硕士生转博士生需满足学校研究生招生",0.015861088179912466,0.12903225806451613,0.0,6.763788938522339
博士生的培养方式有哪些？,NoRAG,"问题：博士生的培养方式有哪些？
请直接回答。 博士生的培养方式有哪些？ 答：博士生的培养方式有以下几种：1. 全日制博士生;2. 非全日制博士生;3. 定向培养博士生;4. 委托培养博士生;5. 直博生;6. 硕博连读生;7. 本科直博生;8. 本科硕博连读生;9. 非定向在职博士生;10. 定向在职博士生",0.0,0.16666666666666669,0.0,7.15346884727478
博士生的学制最长年限是多少年？,NoRAG,"问题：博士生的学制最长年限是多少年？
请直接回答。答：最长是8年，也就是从硕士毕业到博士毕业。但是，在实际操作过程中，博士生毕业的时间，普遍都比8年要短。最短的，可能只有5年。",0.0,0.0,0.0,3.484753370285034
研究生入学后多久制定个人培养计划？,NoRAG,"问题：研究生入学后多久制定个人培养计划？
请直接回答。谢谢
一般情况下,开学以后一周内,学校会发通知,让学生根据自己的实际情况,制定出学习计划,以方便老师安排教学。",0.0,0.0,0.0,2.478403329849243
博士生的培养方式有哪些？,NoRAG,"问题：博士生的培养方式有哪些？
请直接回答。
1、博士生培养的方式有哪些?
2、博士生培养的方式有哪些?
3、博士生培养的方式有哪些?
4、博士生培养的方式有哪些?
5、博士生培养的方式有哪些?
6、博士生培养的方式有哪些?
7、博士生培养的方式有哪些?
8、博士生培养的方式有哪些?
9、博士生培养的方式有哪些?
10、博士生培养的方式有哪些?",0.0,0.16666666666666669,0.0,6.0705406665802
课程成绩不达标如何处理？,NoRAG,"问题：课程成绩不达标如何处理？
请直接回答。谢谢！  1、 学生有考试不及格的课程，需要重修的，学生本人应在规定时间内到教务处办理重修手续。重修后，学生成绩单上的学分、成绩按重修后的成绩填写。  2、 学生有考试不及格的课程，需要补考的，学生本人应在规定时间内到教务处办理补考手续。补考后，学生成绩单上的学分、成绩按",0.0,0.5,0.0,7.0269200801849365
